,Country,Sex,Year,Obesity (%),Region,BMI
22736,Tuvalu,Female,1993,40.5 [31.9-49.3],Oceania,40.5
22737,Tuvalu,Both sexes,1994,34.5 [28.6-40.4],Oceania,34.5
22738,Tuvalu,Male,1994,27.8 [19.9-36.6],Oceania,27.8
22739,Tuvalu,Female,1994,41.4 [32.8-50.0],Oceania,41.4
22740,Tuvalu,Both sexes,1995,35.4 [29.5-41.3],Oceania,35.4
22741,Tuvalu,Male,1995,28.7 [20.8-37.5],Oceania,28.7
22742,Tuvalu,Female,1995,42.2 [33.7-50.7],Oceania,42.2
22743,Tuvalu,Both sexes,1996,36.2 [30.3-42.2],Oceania,36.2
22744,Tuvalu,Male,1996,29.6 [21.6-38.3],Oceania,29.6
22745,Tuvalu,Female,1996,43.0 [34.6-51.4],Oceania,43.0
22746,Tuvalu,Both sexes,1997,37.0 [31.2-43.0],Oceania,37.0
22747,Tuvalu,Male,1997,30.4 [22.5-39.2],Oceania,30.4
22748,Tuvalu,Female,1997,43.7 [35.4-52.0],Oceania,43.7
22749,Tuvalu,Both sexes,1998,37.8 [32.0-43.7],Oceania,37.8
22750,Tuvalu,Male,1998,31.2 [23.2-40.0],Oceania,31.2
22751,Tuvalu,Female,1998,44.5 [36.2-52.7],Oceania,44.5
22752,Tuvalu,Both sexes,1999,38.5 [32.7-44.4],Oceania,38.5
22753,Tuvalu,Male,1999,32.1 [24.0-40.7],Oceania,32.1
22754,Tuvalu,Female,1999,45.1 [36.9-53.3],Oceania,45.1
22755,Tuvalu,Both sexes,2000,39.3 [33.5-45.2],Oceania,39.3
22756,Tuvalu,Male,2000,32.9 [24.9-41.5],Oceania,32.9
22757,Tuvalu,Female,2000,45.8 [37.7-53.9],Oceania,45.8
22758,Tuvalu,Both sexes,2001,40.0 [34.2-45.9],Oceania,40.0
22759,Tuvalu,Male,2001,33.7 [25.7-42.3],Oceania,33.7
22760,Tuvalu,Female,2001,46.5 [38.4-54.6],Oceania,46.5
22761,Tuvalu,Both sexes,2002,40.8 [35.0-46.5],Oceania,40.8
22762,Tuvalu,Male,2002,34.5 [26.5-43.1],Oceania,34.5
22763,Tuvalu,Female,2002,47.2 [39.0-55.1],Oceania,47.2
22764,Tuvalu,Both sexes,2003,41.5 [35.7-47.3],Oceania,41.5
22765,Tuvalu,Male,2003,35.4 [27.4-43.9],Oceania,35.4
22766,Tuvalu,Female,2003,47.8 [39.6-55.8],Oceania,47.8
22767,Tuvalu,Both sexes,2004,42.3 [36.5-48.0],Oceania,42.3
22768,Tuvalu,Male,2004,36.3 [28.3-44.7],Oceania,36.3
22769,Tuvalu,Female,2004,48.5 [40.3-56.3],Oceania,48.5
22770,Tuvalu,Both sexes,2005,43.1 [37.2-48.8],Oceania,43.1
22771,Tuvalu,Male,2005,37.1 [29.1-45.4],Oceania,37.1
22772,Tuvalu,Female,2005,49.2 [41.0-57.0],Oceania,49.2
22773,Tuvalu,Both sexes,2006,43.9 [38.0-49.6],Oceania,43.9
22774,Tuvalu,Male,2006,38.0 [30.0-46.3],Oceania,38.0
22775,Tuvalu,Female,2006,49.8 [41.7-57.6],Oceania,49.8
22776,Tuvalu,Both sexes,2007,44.7 [38.7-50.3],Oceania,44.7
22777,Tuvalu,Male,2007,38.9 [31.0-47.3],Oceania,38.9
22778,Tuvalu,Female,2007,50.5 [42.4-58.2],Oceania,50.5
22779,Tuvalu,Both sexes,2008,45.5 [39.6-51.1],Oceania,45.5
22780,Tuvalu,Male,2008,39.8 [31.8-48.3],Oceania,39.8
22781,Tuvalu,Female,2008,51.2 [43.1-58.9],Oceania,51.2
22782,Tuvalu,Both sexes,2009,46.2 [40.4-52.0],Oceania,46.2
22783,Tuvalu,Male,2009,40.7 [32.6-49.2],Oceania,40.7
22784,Tuvalu,Female,2009,51.8 [43.7-59.7],Oceania,51.8
22785,Tuvalu,Both sexes,2010,47.0 [41.1-52.9],Oceania,47.0
22786,Tuvalu,Male,2010,41.7 [33.5-50.2],Oceania,41.7
22787,Tuvalu,Female,2010,52.5 [44.4-60.3],Oceania,52.5
22788,Tuvalu,Both sexes,2011,47.8 [41.8-53.7],Oceania,47.8
22789,Tuvalu,Male,2011,42.6 [34.3-51.2],Oceania,42.6
22790,Tuvalu,Female,2011,53.2 [44.9-61.0],Oceania,53.2
22791,Tuvalu,Both sexes,2012,48.6 [42.4-54.5],Oceania,48.6
22792,Tuvalu,Male,2012,43.5 [35.1-52.3],Oceania,43.5
22793,Tuvalu,Female,2012,53.8 [45.5-61.7],Oceania,53.8
22794,Tuvalu,Both sexes,2013,49.4 [43.1-55.4],Oceania,49.4
22795,Tuvalu,Male,2013,44.4 [35.8-53.3],Oceania,44.4
22796,Tuvalu,Female,2013,54.4 [46.0-62.4],Oceania,54.4
22797,Tuvalu,Both sexes,2014,50.1 [43.8-56.2],Oceania,50.1
22798,Tuvalu,Male,2014,45.3 [36.5-54.3],Oceania,45.3
22799,Tuvalu,Female,2014,55.0 [46.5-63.1],Oceania,55.0
22800,Tuvalu,Both sexes,2015,50.9 [44.4-57.0],Oceania,50.9
22801,Tuvalu,Male,2015,46.2 [37.1-55.4],Oceania,46.2
22802,Tuvalu,Female,2015,55.6 [46.9-63.8],Oceania,55.6
22803,Tuvalu,Both sexes,2016,51.6 [45.0-57.9],Oceania,51.6
22804,Tuvalu,Male,2016,47.0 [37.7-56.4],Oceania,47.0
22805,Tuvalu,Female,2016,56.2 [47.3-64.4],Oceania,56.2
23814,Vanuatu,Both sexes,1975,5.6 [2.7-9.8],Oceania,5.6
23815,Vanuatu,Male,1975,3.7 [1.0-8.6],Oceania,3.7
23816,Vanuatu,Female,1975,8.1 [3.2-15.5],Oceania,8.1
23817,Vanuatu,Both sexes,1976,5.8 [2.9-10.0],Oceania,5.8
23818,Vanuatu,Male,1976,3.8 [1.1-8.8],Oceania,3.8
23819,Vanuatu,Female,1976,8.4 [3.5-15.8],Oceania,8.4
23820,Vanuatu,Both sexes,1977,6.1 [3.1-10.2],Oceania,6.1
23821,Vanuatu,Male,1977,4.0 [1.2-9.0],Oceania,4.0
23822,Vanuatu,Female,1977,8.7 [3.8-16.0],Oceania,8.7
23823,Vanuatu,Both sexes,1978,6.3 [3.4-10.5],Oceania,6.3
23824,Vanuatu,Male,1978,4.2 [1.4-9.2],Oceania,4.2
23825,Vanuatu,Female,1978,9.1 [4.1-16.3],Oceania,9.1
23826,Vanuatu,Both sexes,1979,6.6 [3.6-10.7],Oceania,6.6
23827,Vanuatu,Male,1979,4.4 [1.5-9.4],Oceania,4.4
23828,Vanuatu,Female,1979,9.5 [4.5-16.6],Oceania,9.5
23829,Vanuatu,Both sexes,1980,6.9 [3.9-11.0],Oceania,6.9
23830,Vanuatu,Male,1980,4.6 [1.6-9.5],Oceania,4.6
23831,Vanuatu,Female,1980,9.8 [4.8-16.9],Oceania,9.8
23832,Vanuatu,Both sexes,1981,7.2 [4.2-11.4],Oceania,7.2
23833,Vanuatu,Male,1981,4.8 [1.7-9.8],Oceania,4.8
23834,Vanuatu,Female,1981,10.2 [5.1-17.3],Oceania,10.2
23835,Vanuatu,Both sexes,1982,7.6 [4.4-11.7],Oceania,7.6
23836,Vanuatu,Male,1982,5.0 [1.9-10.1],Oceania,5.0
23837,Vanuatu,Female,1982,10.7 [5.5-17.7],Oceania,10.7
23838,Vanuatu,Both sexes,1983,7.9 [4.7-12.1],Oceania,7.9
23839,Vanuatu,Male,1983,5.3 [2.0-10.3],Oceania,5.3
23840,Vanuatu,Female,1983,11.1 [5.9-18.2],Oceania,11.1
23841,Vanuatu,Both sexes,1984,8.3 [5.1-12.5],Oceania,8.3
23842,Vanuatu,Male,1984,5.5 [2.2-10.7],Oceania,5.5
23843,Vanuatu,Female,1984,11.6 [6.3-18.6],Oceania,11.6
23844,Vanuatu,Both sexes,1985,8.7 [5.4-12.9],Oceania,8.7
23845,Vanuatu,Male,1985,5.8 [2.3-11.0],Oceania,5.8
23846,Vanuatu,Female,1985,12.0 [6.7-18.9],Oceania,12.0
23847,Vanuatu,Both sexes,1986,9.1 [5.7-13.3],Oceania,9.1
23848,Vanuatu,Male,1986,6.1 [2.5-11.4],Oceania,6.1
23849,Vanuatu,Female,1986,12.5 [7.1-19.4],Oceania,12.5
23850,Vanuatu,Both sexes,1987,9.5 [6.1-13.7],Oceania,9.5
23851,Vanuatu,Male,1987,6.4 [2.7-11.8],Oceania,6.4
23852,Vanuatu,Female,1987,13.0 [7.5-19.8],Oceania,13.0
23853,Vanuatu,Both sexes,1988,9.9 [6.5-14.1],Oceania,9.9
23854,Vanuatu,Male,1988,6.7 [2.9-12.2],Oceania,6.7
23855,Vanuatu,Female,1988,13.5 [7.9-20.3],Oceania,13.5
23856,Vanuatu,Both sexes,1989,10.4 [6.9-14.6],Oceania,10.4
23857,Vanuatu,Male,1989,7.1 [3.2-12.6],Oceania,7.1
23858,Vanuatu,Female,1989,14.1 [8.4-20.8],Oceania,14.1
23859,Vanuatu,Both sexes,1990,10.8 [7.3-15.1],Oceania,10.8
23860,Vanuatu,Male,1990,7.4 [3.4-13.0],Oceania,7.4
23861,Vanuatu,Female,1990,14.6 [8.9-21.4],Oceania,14.6
23862,Vanuatu,Both sexes,1991,11.3 [7.7-15.7],Oceania,11.3
23863,Vanuatu,Male,1991,7.8 [3.6-13.5],Oceania,7.8
23864,Vanuatu,Female,1991,15.2 [9.4-21.9],Oceania,15.2
23865,Vanuatu,Both sexes,1992,11.7 [8.1-16.1],Oceania,11.7
23866,Vanuatu,Male,1992,8.1 [3.9-13.9],Oceania,8.1
23867,Vanuatu,Female,1992,15.7 [9.9-22.5],Oceania,15.7
23868,Vanuatu,Both sexes,1993,12.2 [8.5-16.6],Oceania,12.2
23869,Vanuatu,Male,1993,8.5 [4.1-14.3],Oceania,8.5
23870,Vanuatu,Female,1993,16.3 [10.5-23.1],Oceania,16.3
23871,Vanuatu,Both sexes,1994,12.6 [8.9-17.1],Oceania,12.6
23872,Vanuatu,Male,1994,8.9 [4.4-14.8],Oceania,8.9
23873,Vanuatu,Female,1994,16.8 [11.0-23.6],Oceania,16.8
23874,Vanuatu,Both sexes,1995,13.1 [9.4-17.6],Oceania,13.1
23875,Vanuatu,Male,1995,9.2 [4.7-15.2],Oceania,9.2
23876,Vanuatu,Female,1995,17.4 [11.5-24.1],Oceania,17.4
23877,Vanuatu,Both sexes,1996,13.6 [9.8-18.1],Oceania,13.6
23878,Vanuatu,Male,1996,9.6 [5.0-15.7],Oceania,9.6
23879,Vanuatu,Female,1996,17.9 [12.1-24.6],Oceania,17.9
23880,Vanuatu,Both sexes,1997,14.1 [10.3-18.6],Oceania,14.1
23881,Vanuatu,Male,1997,10.0 [5.3-16.2],Oceania,10.0
23882,Vanuatu,Female,1997,18.5 [12.7-25.2],Oceania,18.5
23883,Vanuatu,Both sexes,1998,14.6 [10.7-19.1],Oceania,14.6
23884,Vanuatu,Male,1998,10.5 [5.6-16.7],Oceania,10.5
23885,Vanuatu,Female,1998,19.1 [13.3-25.7],Oceania,19.1
23886,Vanuatu,Both sexes,1999,15.1 [11.2-19.6],Oceania,15.1
23887,Vanuatu,Male,1999,10.9 [6.0-17.2],Oceania,10.9
23888,Vanuatu,Female,1999,19.7 [13.8-26.3],Oceania,19.7
23889,Vanuatu,Both sexes,2000,15.6 [11.7-20.2],Oceania,15.6
23890,Vanuatu,Male,2000,11.3 [6.3-17.7],Oceania,11.3
23891,Vanuatu,Female,2000,20.2 [14.3-26.9],Oceania,20.2
23892,Vanuatu,Both sexes,2001,16.2 [12.2-20.7],Oceania,16.2
23893,Vanuatu,Male,2001,11.8 [6.7-18.1],Oceania,11.8
23894,Vanuatu,Female,2001,20.8 [14.8-27.5],Oceania,20.8
23895,Vanuatu,Both sexes,2002,16.7 [12.7-21.2],Oceania,16.7
23896,Vanuatu,Male,2002,12.3 [7.1-18.7],Oceania,12.3
23897,Vanuatu,Female,2002,21.4 [15.4-28.1],Oceania,21.4
23898,Vanuatu,Both sexes,2003,17.3 [13.2-21.8],Oceania,17.3
23899,Vanuatu,Male,2003,12.7 [7.5-19.2],Oceania,12.7
23900,Vanuatu,Female,2003,22.0 [16.0-28.7],Oceania,22.0
23901,Vanuatu,Both sexes,2004,17.8 [13.7-22.4],Oceania,17.8
23902,Vanuatu,Male,2004,13.2 [7.9-19.8],Oceania,13.2
23903,Vanuatu,Female,2004,22.6 [16.5-29.4],Oceania,22.6
23904,Vanuatu,Both sexes,2005,18.4 [14.3-23.0],Oceania,18.4
23905,Vanuatu,Male,2005,13.7 [8.3-20.3],Oceania,13.7
23906,Vanuatu,Female,2005,23.2 [17.0-30.1],Oceania,23.2
23907,Vanuatu,Both sexes,2006,19.0 [14.8-23.6],Oceania,19.0
23908,Vanuatu,Male,2006,14.2 [8.7-20.9],Oceania,14.2
23909,Vanuatu,Female,2006,23.8 [17.6-30.9],Oceania,23.8
23910,Vanuatu,Both sexes,2007,19.5 [15.3-24.3],Oceania,19.5
23911,Vanuatu,Male,2007,14.8 [9.0-21.5],Oceania,14.8
23912,Vanuatu,Female,2007,24.4 [18.1-31.6],Oceania,24.4
23913,Vanuatu,Both sexes,2008,20.1 [15.8-25.0],Oceania,20.1
23914,Vanuatu,Male,2008,15.3 [9.5-22.2],Oceania,15.3
23915,Vanuatu,Female,2008,25.0 [18.7-32.2],Oceania,25.0
23916,Vanuatu,Both sexes,2009,20.7 [16.3-25.6],Oceania,20.7
23917,Vanuatu,Male,2009,15.9 [9.9-22.8],Oceania,15.9
23918,Vanuatu,Female,2009,25.7 [19.1-33.0],Oceania,25.7
23919,Vanuatu,Both sexes,2010,21.3 [16.8-26.3],Oceania,21.3
23920,Vanuatu,Male,2010,16.4 [10.3-23.5],Oceania,16.4
23921,Vanuatu,Female,2010,26.3 [19.6-33.8],Oceania,26.3
23922,Vanuatu,Both sexes,2011,22.0 [17.2-27.0],Oceania,22.0
23923,Vanuatu,Male,2011,17.0 [10.8-24.2],Oceania,17.0
23924,Vanuatu,Female,2011,26.9 [20.1-34.5],Oceania,26.9
23925,Vanuatu,Both sexes,2012,22.6 [17.8-27.7],Oceania,22.6
23926,Vanuatu,Male,2012,17.6 [11.3-25.0],Oceania,17.6
23927,Vanuatu,Female,2012,27.5 [20.5-35.4],Oceania,27.5
23928,Vanuatu,Both sexes,2013,23.2 [18.2-28.5],Oceania,23.2
23929,Vanuatu,Male,2013,18.2 [11.7-25.8],Oceania,18.2
23930,Vanuatu,Female,2013,28.2 [20.9-36.2],Oceania,28.2
23931,Vanuatu,Both sexes,2014,23.9 [18.7-29.3],Oceania,23.9
23932,Vanuatu,Male,2014,18.9 [12.1-26.7],Oceania,18.9
23933,Vanuatu,Female,2014,28.8 [21.3-37.1],Oceania,28.8
23934,Vanuatu,Both sexes,2015,24.5 [19.1-30.1],Oceania,24.5
23935,Vanuatu,Male,2015,19.5 [12.5-27.7],Oceania,19.5
23936,Vanuatu,Female,2015,29.4 [21.7-37.9],Oceania,29.4
23937,Vanuatu,Both sexes,2016,25.2 [19.6-31.0],Oceania,25.2
23938,Vanuatu,Male,2016,20.2 [12.9-28.6],Oceania,20.2
23939,Vanuatu,Female,2016,30.1 [22.1-38.8],Oceania,30.1
